<<<<<<< HEAD
strain(%),stress(MPa),stress_alpha,stress_beta,strain_t,stress_t,strain
0.184236,194.757,88.5572767988747,106.5585357076453,0.0018406649364406708,195.11581250652,0.0018423600000000001
0.18526,194.994,88.66594850337378,106.68929738102622,0.0018508860531322557,195.3552458844,0.0018526
0.186351,195.214,88.76695160530463,106.81083163583538,0.0018617758193476622,195.57778324114,0.0018635099999999999
0.187367,195.435,88.86834508045102,106.93283561599897,0.0018719168698821125,195.80118069645,0.00187367
0.18854,195.654,88.96897056155167,107.05391549004831,0.0018836248642969515,196.02288605159998,0.0018854000000000002
0.189606,195.87,89.06813905784799,107.173242214352,0.0018942647471513938,196.2413812722,0.00189606
0.190827,196.075,89.16244548984783,107.28671855040216,0.0019064515658115853,196.44916404024997,0.0019082699999999999
0.191493,196.179,89.21033108379746,107.34433796867258,0.0019130988588464026,196.55466905247002,0.00191493
0.192547,196.379,89.30221841085506,107.45490346227493,0.001923618658726662,196.75712187313,0.0019254699999999999
0.193829,196.573,89.39158257583266,107.56243290433734,0.0019364139397793014,196.95401548017,0.00193829
0.195003,196.767,89.48085254719591,107.66984900581407,0.0019481311596292192,197.15070155300998,0.0019500300000000002
0.195695,196.866,89.5264916434774,107.72476527522264,0.001955037667834665,197.25125691870002,0.0019569500000000003
0.196349,196.966,89.57255215243055,107.78018861890949,0.0019615648730764283,197.35274077134002,0.00196349
0.197607,197.154,89.65917300099842,107.8844171037816,0.001974120141958983,197.54359010478,0.00197607
0.198268,197.25,89.70342241875751,107.9376612112425,0.001980717084136602,197.64108363,0.00198268
0.198947,197.343,89.74632421518872,107.98928376302128,0.001987493625417438,197.73560797821,0.00198947
0.199633,197.435,89.7887780811571,108.04036733239292,0.0019943399813148496,197.82914541355,0.00199633
0.200315,197.524,89.8298645954737,108.0898056051263,0.002001146370306406,197.9196702006,0.00200315
0.201059,197.611,89.87009770325011,108.1382169972399,0.002008571469098508,198.00831470049,0.00201059
0.201744,197.693,89.90800452843385,108.18382923748615,0.0020154077008251855,198.09183376592,0.00201744
0.202495,197.773,89.94506152909459,108.2284189072554,0.0020229025522690556,198.17348043635,0.00202495
0.203233,197.851,89.9811978157032,108.27190070712682,0.0020302676112159083,198.25309852283002,0.00203233
0.203955,197.928,90.01686545537378,108.3148185970262,0.0020374729415954702,198.33168405239996,0.00203955
0.20472,198.005,90.05257224318882,108.3577835928112,0.0020451073416534256,198.410355836,0.0020472000000000003
0.205444,198.074,90.08460428307966,108.39632686548036,0.002052332524104746,198.48093114856002,0.00205444
0.206163,198.148,90.11890631005724,108.43760155118277,0.0020595077572239306,198.55650786124,0.00206163
0.206928,198.219,90.15188577634291,108.4772848359771,0.002067141989061562,198.62917061232,0.00206928
0.20772,198.287,90.18352559580681,108.5153561605932,0.0020750456029731473,198.6988817564,0.0020772
0.208402,198.352,90.21370242535806,108.55166710968194,0.0020818514426751054,198.76536953504,0.0020840200000000002
0.209132,198.416,90.24346806448204,108.58748328463793,0.002089136234433748,198.83095134911997,0.0020913200000000002
0.210022,198.479,90.27292343884287,108.62292612653715,0.002098017621090183,198.89584956538002,0.00210022
0.210802,198.542,90.30228019862005,108.65825030821998,0.0021058012434149297,198.96053050684003,0.00210802
0.211679,198.602,90.33036034793622,108.69203837964382,0.0021145527566746097,199.02239872758003,0.00211679
0.212396,198.665,90.35966121102331,108.72729530237669,0.002121707585753877,199.0869565134,0.00212396
0.213227,198.726,90.38815563223758,108.76158185578241,0.0021299999386731917,199.14973748801998,0.00213227
0.214104,198.783,90.41487264810468,108.7937297062153,0.0021387512401611583,199.20860235431996,0.00214104
0.214932,198.841,90.44200074226586,108.82637219585418,0.0021470135160922064,199.26837293812002,0.00214932
0.21588,198.896,90.4678730511703,108.85750363362969,0.0021564731394957833,199.32537668479998,0.0021587999999999998
0.216671,198.955,90.49542348049457,108.89065430755545,0.0021643660690231353,199.38607778805002,0.00216671
0.217548,199.01,90.52123258344966,108.92170969135036,0.0021731170697692178,199.4429422748,0.00217548
0.218357,199.065,90.54698068646027,108.9526916755897,0.002181189475758503,199.49967236204998,0.00218357
0.219277,199.117,90.57146491257328,108.98215287151673,0.00219036938854884,199.55361778409,0.00219277
0.220218,199.169,90.59596855629803,109.01163743212199,0.0021997587556495377,199.60760598842003,0.0022021799999999998
0.221109,199.219,90.61951768620688,109.03997345250316,0.0022086491378211616,199.65949113871002,0.00221109
0.221905,199.27,90.64343617782676,109.06875391567323,0.00221659154483351,199.7121900935,0.0022190499999999998
0.222943,199.317,90.66575443661915,109.09560886269088,0.0022269485084610223,199.76136329931003,0.00222943
0.223901,199.365,90.68845563648242,109.12292459216762,0.0022365071523477043,199.81138022865002,0.00223901
0.224827,199.413,90.71112829131546,109.15020597419455,0.0022457464227510224,199.86133426551,0.00224827
0.225713,199.458,90.73240045354845,109.17580218199159,0.002254586508689597,199.90820263554002,0.00225713
0.226711,199.503,90.75377439200754,109.20152085432247,0.0022645439836863047,199.95529524633,0.00226711
0.227661,199.547,90.7746503614452,109.22664033422481,0.0022740224499380327,200.00129069567,0.00227661
0.228551,199.59,90.79501744961158,109.25114749128844,0.0022829021947075767,200.0461649409,0.00228551
0.229597,199.633,90.81552623286116,109.27582514614885,0.0022933382883305,200.09135137901,0.00229597
0.230582,199.674,90.8350703081858,109.29934199449417,0.0023031656765420475,200.13441230267998,0.00230582
0.231515,199.713,90.85365777265025,109.32170777929974,0.002312474169409113,200.17536555195,0.00231515
0.232523,199.755,90.8736783405698,109.34579797808021,0.00232253083603189,200.21947631865,0.00232523
0.233546,199.797,90.89371289507976,109.36990500654026,0.0023327370520275646,200.26361790162002,0.00233546
0.23468,199.837,90.91293864677877,109.39303882482125,0.0023440505656215204,200.3059774716,0.0023468
0.235592,199.88,90.93332823455425,109.41757305504576,0.002353149171523694,200.35090128960002,0.00235592
0.236559,199.92,90.95240325284182,109.44052549995817,0.00236279639678834,200.39292875279997,0.00236559
0.237671,199.96,90.97161021831262,109.46363671328741,0.0023738900919732585,200.43524693160003,0.0023767099999999998
0.238767,200.0,90.99080306369612,109.48673093630393,0.0023848240452192886,200.47753400000002,0.00238767
0.239905,200.04,91.01003443976522,109.50987152223479,0.002396176873813461,200.519905962,0.0023990500000000002
0.241004,200.075,91.02695599214996,109.53023276085004,0.0024071405112540255,200.557188753,0.00241004
0.242057,200.112,91.04474605255692,109.55163905128308,0.002417645139373256,200.59638510384,0.00242057
0.243307,200.143,91.05998557703425,109.56997635197575,0.002430114877563354,200.62996192901,0.00243307
0.244507,200.172,91.07427006660716,109.58716448543288,0.002442085679938671,200.66143455204002,0.00244507
0.245673,200.2,91.08806899251472,109.6037683534853,0.0024537171723141085,200.691837346,0.00245673
0.24671,200.224,91.0999310224809,109.61804160791911,0.0024640617049541636,200.7179726304,0.0024671000000000003
0.248011,200.247,91.11157822308289,109.63205636408713,0.002477039602761421,200.74363458717002,0.00248011
0.249266,200.268,91.12227387953337,109.64492615334663,0.00248955847602278,200.76720003288,0.00249266
0.25048,200.287,91.13202248971908,109.65665638788097,0.002501668217049892,200.78867887760003,0.0025047999999999997
0.251745,200.301,91.13954261029508,109.66570514215492,0.0025142865308866737,200.80524775245,0.00251745
0.252968,200.317,91.14793474341671,109.67580316514332,0.00252648574537617,200.82373790856002,0.0025296800000000003
0.254331,200.328,91.15417922617127,109.68331697950877,0.0025400812604204344,200.83749620568003,0.0025433099999999996
0.255529,200.34,91.16072884403756,109.69119795456248,0.0025520307974658094,200.85192679860003,0.00255529
0.256801,200.352,91.16734588343255,109.69916005608748,0.002564718296533958,200.86650593952,0.00256801
0.258149,200.36,91.17221200729497,109.70501532910508,0.0025781636780381435,200.87722733640004,0.00258149
0.259462,200.365,91.17568125583568,109.70918978046433,0.002591259784594195,200.8848710363,0.00259462
0.260758,200.371,91.17959015765614,109.71389325452391,0.002604186161794701,200.89348341218002,0.00260758
0.262086,200.378,91.18398329237135,109.71917939270863,0.002617431535474009,200.90316268507996,0.00262086
0.26345,200.382,91.18704405490747,109.72286232409256,0.002631035787852477,200.90990637900003,0.0026345
0.264892,200.384,91.18926566221363,109.72553552306636,0.002645417794761104,200.91480118527997,0.0026489200000000004
0.266284,200.39,91.19326213669706,109.73034437090293,0.002659300922839128,200.92360650759997,0.00266284
0.267606,200.394,91.19628484952298,109.73398151811702,0.002672485726664783,200.93026636764,0.00267606
0.268986,200.398,91.19936036407911,109.73768220020091,0.0026862488008874484,200.93704256428,0.00268986
0.270451,200.397,91.2002377526869,109.7387379377831,0.0027008593934167028,200.93897569047,0.00270451
0.272009,200.398,91.20210992480948,109.74099067101052,0.00271639725008827,200.94310059582,0.00272009
0.273406,200.401,91.20474589573192,109.74416246232813,0.002730329256462354,200.94890835806004,0.00273406
0.274889,200.396,91.20381918438706,109.7430473760529,0.0027451187115410617,200.94686656043996,0.00274889
0.276457,200.392,91.20342483961105,109.742572871829,0.002760755604848678,200.94599771144001,0.00276457
0.277937,200.39,91.20386066534782,109.74309728895217,0.0027755146930990705,200.9469579543,0.0027793699999999998
0.279624,200.386,91.20357445215338,109.74275289648662,0.0027923377935756798,200.94632734863998,0.0027962399999999998
0.281047,200.379,91.20168263871996,109.74047652941003,0.002806528013352471,200.94215916813,0.00281047
0.282745,200.376,91.201861442327,109.740691678873,0.002823460281965004,200.9425531212,0.0028274500000000004
0.28426,200.369,91.20005313137005,109.73851578802993,0.002838567452758267,200.93856891939998,0.0028426000000000002
0.285855,200.363,91.19877264257352,109.7369750110765,0.002854472115325204,200.93574765365,0.00285855
0.287564,200.358,91.19805090954634,109.73610656957368,0.002871513256754285,200.93415747912002,0.00287564
0.289145,200.352,91.1967575204072,109.7345502699928,0.002887277798987517,200.93130779039998,0.00289145
0.290776,200.358,91.20097179153646,109.73962118654356,0.0029035406431637194,200.94059297808002,0.0029077599999999997
0.292218,200.361,91.20364868642997,109.74284222055007,0.002917918731467974,200.94649090698002,0.00292218
0.293936,200.358,91.20384538652053,109.74307890435949,0.0029350485279746362,200.94692429088002,0.00293936
0.295561,200.361,91.20668874081942,109.74650023439062,0.0029512507721035064,200.95318897521003,0.00295561
0.29721,200.366,91.21046440333775,109.75104338526228,0.0029676920425621475,200.96150778860002,0.0029720999999999997
0.298897,200.371,91.21427469883048,109.75562820903956,0.002984511910357942,200.96990290787002,0.00298897
0.300387,200.379,91.21927161086373,109.76164085586623,0.002999367397080509,200.98091246672996,0.00300387
0.302023,200.385,91.22349093544872,109.76671785310127,0.0030156782679224008,200.99020878854998,0.00302023
0.303914,200.392,91.22839752523174,109.77262181764826,0.003034531149630138,201.00101934288,0.00303914
0.305673,200.402,91.23454994740815,109.78002485805183,0.003052067699366768,201.01457480545997,0.0030567299999999997
0.307162,200.407,91.23818061219689,109.78439353714313,0.0030669122131790315,201.02257414934002,0.0030716199999999997
0.308595,200.41,91.24084986448601,109.787605375014,0.0030811982296061412,201.0284552395,0.00308595
0.31094,200.418,91.24662513273319,109.79455459646685,0.003104575813450211,201.04117972920002,0.0031094
0.312693,200.426,91.25186204418567,109.80085602799433,0.0031220513219317957,201.05271807218,0.00312693
0.314221,200.429,91.25461791569694,109.80417209239305,0.0031372835753673903,201.05879000809,0.00314221
0.315901,200.435,91.25887801573757,109.80929815361246,0.0031540308113586356,201.06817616935,0.00315901
0.31787,200.435,91.26066924453602,109.81145348996402,0.003173658613699697,201.07212273450003,0.0031787
0.319676,200.437,91.26322283226699,109.81452615185303,0.003191661226232068,201.07774898412,0.0031967600000000003
0.321617,200.439,91.26589926675894,109.81774663187105,0.0032110091876714386,201.08364589862998,0.00321617
0.323267,200.44,91.26785566396951,109.8201007108305,0.0032274561557391196,201.0879563748,0.0032326700000000004
0.325021,200.441,91.26990668934799,109.82256865326202,0.0032449394845781173,201.09247534261002,0.00325021
0.326835,200.443,91.27246766918323,109.82565020986678,0.0032630205533127946,201.09811787905,0.0032683499999999997
0.328774,200.446,91.27559776452773,109.82941656751227,0.0032823471996969154,201.10501433203999,0.00328774
0.3302,200.446,91.27689508928535,109.83097760271464,0.0032965603691514477,201.10787269199997,0.003302
0.33215,200.447,91.27912450870737,109.83366020179263,0.003315996003191092,201.1127847105,0.0033215
0.333938,200.448,91.28120656244484,109.83616547979516,0.0033338166525879024,201.11737204224,0.0033393800000000003
0.335672,200.452,91.28460568588751,109.84025555155249,0.0033510987911244943,201.12486123744,0.00335672
0.337377,200.455,91.28752308621571,109.84376597913432,0.0033680916061392145,201.13128906535002,0.00337377
0.338899,200.461,91.29164026148408,109.84872006290594,0.003383260314970709,201.14036032439,0.00338899
0.340767,200.462,91.29379524646818,109.85131309707184,0.0034018770491650936,201.14510834354002,0.00340767
0.342679,200.468,91.29826740966499,109.85669432805501,0.0034209319342406734,201.15496173772,0.0034267900000000003
0.344309,200.473,91.30202765441726,109.86121892715278,0.0034371761363813,201.16324658157,0.0034430899999999998
0.346019,200.475,91.30449444356105,109.86418714668895,0.003454217316363233,201.16868159025,0.00346019
0.347757,200.481,91.30880853586095,109.86937817530907,0.003471537235642146,201.17818671117,0.0034775699999999997
0.349258,200.487,91.31290706443444,109.87430982202558,0.0034864951063412366,201.18721688646002,0.0034925800000000003
0.351329,200.496,91.31889075705048,109.8815098347895,0.0035071328137940283,201.20040059183998,0.00351329
0.353099,200.501,91.3227788072831,109.8861882187069,0.003524770690722762,201.20896702599,0.00353099
0.35488,200.51,91.32849887233134,109.89307101566865,0.0035425178675805025,201.22156988799998,0.0035487999999999995
0.356347,200.516,91.33256684963618,109.8979659008838,0.003557135883941258,201.23053275051998,0.0035634700000000004
0.358036,200.525,91.3382034372525,109.90474825174749,0.0035739657690226226,201.242951689,0.0035803600000000003
0.360058,200.529,91.34186572497487,109.90915498184515,0.003594113429453087,201.25102070682001,0.00360058
0.36176,200.534,91.34569234723153,109.91375945116847,0.003611072223639021,201.25945179840002,0.0036176000000000003
0.363504,200.543,91.3513793552294,109.92060247149061,0.0036284492091293603,201.27198182672,0.00363504
0.364985,200.55,91.35591605724295,109.92606136025707,0.003643205460296268,201.2819774175,0.00364985
0.366825,200.556,91.36032410459386,109.93136544240619,0.0036615383792298448,201.29168954700003,0.00366825
0.368612,200.562,91.36468400671528,109.93661159272473,0.00367934290868166,201.30129559944,0.0036861199999999998
0.370288,200.571,91.37030961364718,109.94338073083284,0.0036960412167828297,201.31369034448002,0.00370288
0.3721,200.576,91.37423693154642,109.9481063644536,0.003714094205173605,201.322343296,0.003721
0.373467,200.584,91.37912590977662,109.9539891375034,0.0037277134349324136,201.33311504728002,0.00373467
0.375368,200.591,91.3840455815865,109.9599088432935,0.003746652523670337,201.34395442488,0.0037536799999999997
0.377127,200.602,91.39065841757044,109.96786588696959,0.0037641765898101605,201.35852430454003,0.0037712699999999997
0.3788,200.613,91.39719312422622,109.97572891977377,0.0037808435946156383,201.37292204399998,0.003788
0.38044,200.623,91.40324235200423,109.98300778919577,0.0037971815723848233,201.38625014119998,0.0038044
0.382206,200.636,91.41077328109806,109.99206954906197,0.00381477448655731,201.40284283016,0.00382206
0.384034,200.649,91.41836088113932,110.00119949952068,0.003832984719513241,201.41956038066,0.00384034
0.385711,200.658,91.42398869055863,110.00797128782133,0.0038496904238517,201.43195997837998,0.0038571100000000004
0.387256,200.669,91.43040767153813,110.01569507110189,0.0038650809420386757,201.44610274264002,0.0038725599999999997
0.389038,200.681,91.43749830882932,110.0242270399507,0.003882832041678482,201.46172534878002,0.00389038
0.390927,200.692,91.44423096040582,110.03232825443419,0.003901648660159864,201.47655921484002,0.00390927
0.392743,200.705,91.45180860834631,110.04144622980373,0.003919737780655056,201.49325483815002,0.00392743
0.394374,200.711,91.45602831380562,110.04652368533438,0.003935983842896456,201.50255199914,0.00394374
0.39615,200.719,91.46129153901643,110.05285677948358,0.003953673920741406,201.5141483185,0.0039615
0.397976,200.728,91.46705612183091,110.05979314344913,0.0039718617037849705,201.52684926528002,0.00397976
0.399814,200.734,91.47146473197192,110.0650979027881,0.003990168678179956,201.53656263476,0.00399814
0.401664,200.74,91.47588437541,110.07041593819,0.004008594837374307,201.5463003136,0.00401664
0.403491,200.746,91.4802831636974,110.07570887916262,0.004026791581377707,201.55599204286,0.00403491
0.405343,200.75,91.48379341022635,110.07993266227362,0.004045236985030166,201.56372607249997,0.00405343
0.406977,200.752,91.48619365556317,110.08282081147688,0.004061510886950656,201.56901446704003,0.0040697699999999995
0.408681,200.752,91.48774626155377,110.08468901956626,0.004078481675155151,201.57243528112002,0.00408681
0.4107,200.751,91.48913014660755,110.08635421039247,0.0040985892961429545,201.57548435700002,0.004107
0.412365,200.757,91.49338166159568,110.09146994145432,0.004115171056808964,201.58485160305,0.0041236499999999995
0.414095,200.762,91.49723674572897,110.09610865817103,0.0041323998622169135,201.5933454039,0.00414095
0.415943,200.763,91.49937639989948,110.09868324519054,0.00415080348369167,201.59805964509002,0.00415943
0.417397,200.764,91.5011570548084,110.10082585827165,0.004165283151261069,201.60198291308004,0.00417397
0.419425,200.766,91.50391653300473,110.10414626249529,0.004185478651069041,201.60806279550002,0.00419425
0.421148,200.773,91.50867703291904,110.10987444112095,0.004202636538783582,201.61855147403998,0.00421148
0.422474,200.775,91.51079692479048,110.1124252487095,0.004215840841582112,201.62322217349998,0.00422474
0.424309,200.783,91.51611545256151,110.11882488690848,0.004234113476798237,201.63494033946998,0.00424309
0.425916,200.787,91.51940311645926,110.12278084246073,0.00425011545040855,201.64218395892,0.0042591600000000005
0.427626,200.792,91.5232405169651,110.12739828095486,0.0042671427826926935,201.65063879791998,0.0042762600000000005
0.429387,200.795,91.52621283597453,110.13097479067545,0.004284677644669808,201.65718762664997,0.00429387
0.431109,200.796,91.52823800580406,110.13341162183596,0.004301823873364347,201.66164962764,0.00431109
0.432559,200.8,91.53138280263015,110.13719566936992,0.004316261526668856,201.66857847200004,0.004325590000000001
0.434407,200.807,91.53625791113244,110.14306175335757,0.004334661764765092,201.67931966448998,0.00434407
0.436022,200.811,91.53955322477846,110.14702691364154,0.004350741782197962,201.68658013842,0.004360220000000001
0.437585,200.812,91.5414336330271,110.14928955717292,0.0043663038067304925,201.6907231902,0.00437585
0.439344,200.818,91.54577201773749,110.15450981618254,0.004383817017518947,201.70028183392003,0.00439344
0.441015,200.824,91.55003028796357,110.15963367563646,0.004400453785875485,201.7096639636,0.00441015
0.442674,200.832,91.55518947008383,110.16584157759615,0.004416970806329405,201.72103104768,0.00442674
0.444224,200.838,91.5593376403381,110.1708329567819,0.004432402375191854,201.73017059711998,0.00444224
0.445967,200.845,91.5641177227099,110.1765846984401,0.004449755138822232,201.74070242115,0.00445967
0.447477,200.854,91.56959731383567,110.18317813974436,0.004464787983796945,201.75277545358003,0.00447477
0.449258,200.865,91.57623590626145,110.19116617543855,0.004482518485987896,201.7674020817,0.0044925799999999995
0.45088,200.874,91.58181788012477,110.19788281107523,0.004498665811880091,201.7797006912,0.0045088
0.452375,200.888,91.58956381205657,110.20720327794345,0.004513548597129373,201.79676709,0.00452375
0.453829,200.899,91.59590475840794,110.21483316430205,0.004528023013260655,201.81073792271,0.0045382899999999995
0.455389,200.913,91.60371031984998,110.22422538172003,0.004543552415202101,201.82793570157,0.00455389
0.457229,200.928,91.6122273705386,110.23447371458138,0.004561868835727366,201.84670108512,0.00457229
0.458603,200.945,91.62123157371555,110.24530822463444,0.0045755462048659,201.86653979835,0.00458603
0.460113,200.963,91.63081599409709,110.2568408940929,0.004590577158975938,201.88765688818998,0.00460113
0.461741,200.979,91.63959636793368,110.26740607645637,0.0046067824643484905,201.90700244439003,0.00461741
0.463571,200.997,91.6494732027308,110.27929060013925,0.004624998188209636,201.92876380287004,0.00463571
0.464813,201.012,91.65744593633617,110.28888397122387,0.004637360801945853,201.94632990756003,0.0046481299999999994
0.466601,201.025,91.66500503431513,110.29797962593489,0.00465515791952388,201.96298466025002,0.00466601
0.468337,201.038,91.67251689579474,110.30701844226527,0.004672437144504056,201.97953533806,0.00468337
0.469962,201.051,91.67992767343193,110.31593562718807,0.0046886112637051,201.99586330062,0.00469962
0.471576,201.064,91.68732860456127,110.32484096407875,0.004704675637613097,202.01216956864002,0.00471576
0.473121,201.071,91.69193064869211,110.33037847721793,0.004720053002859349,202.02230912591003,0.0047312100000000004
0.474836,201.077,91.69623191320511,110.33555407051489,0.00473712209901376,202.03178598372,0.00474836
0.476356,201.086,91.70172340027656,110.34216182588344,0.004752250150605793,202.04388522616,0.00476356
0.478079,201.094,91.70694425158216,110.34844393267784,0.004769398316557455,202.05538818426,0.00478079
0.479507,201.098,91.71007178238231,110.35220720447765,0.004783610270715833,202.06227898685998,0.00479507
0.481009,201.102,91.71326690796262,110.35605181121743,0.004798558480741805,202.06931871918002,0.00481009
0.482873,201.109,91.71816069318331,110.36194036838671,0.004817109077809285,202.08010106157002,0.00482873
0.484441,201.114,91.72187226820448,110.36640640453554,0.004832713605419463,202.08827867274002,0.00484441
0.48569,201.121,91.72620487443763,110.3716197104624,0.004845143313195482,202.09782458490002,0.0048569
0.487195,201.125,91.72940300760321,110.37546793614682,0.004860120457998173,202.10487094375,0.00487195
0.488973,201.129,91.73285040751645,110.37961609765352,0.004877814098171789,202.11246650516998,0.00488973
0.490273,201.134,91.73631760944244,110.38378808637755,0.004890750757313421,202.12010569581997,0.00490273
0.491762,201.136,91.73858910355113,110.38652131276888,0.004905568002049125,202.12511041632,0.00491762
0.493091,201.138,91.74071455978196,110.38907881579804,0.0049187928792492255,202.12979337558,0.00493091
0.494474,201.143,91.74425768131849,110.39334215650153,0.00493255492467758,202.13759983782,0.00494474
0.496015,201.146,91.74703286872011,110.39668146317989,0.004947888983594518,202.1437143319,0.00496015
